amount,timestamp,txn_type,country_code,is_international,monthly_income,hour_of_day,day_of_week,is_suspicious,HourlyTxnCount,DailyTxnCount,WeeklyTxnCount,HourlyCreditSum,DailyCreditSum,HourlyDebitSum,DailyDebitSum,UniqueCounterparties7d,UniqueCounterparties30d,InflowOutflowRatio,AvgTxnAmount7d,StdTxnAmount7d,TxnAmountZScore,TxnAmountToIncomeRatio,HourOfDay,DayOfWeek,IsWeekend,IsNightTime,TimeSinceLastTxn,TxnFrequencyAnomaly,IsInternational,CountryRiskScore,UniqueCountries7d,CounterpartyVelocity,SharedCounterparties
149.93,2025-11-29 04:24:39.292663,credit,DE,True,5151.828620244979,4,5,0,1,3,21,1166.6511914557923,31617.962200035283,409.51927648529494,11180.173337581344,8,8,1.405308143316977,132.9036570097997,96.55581343885076,0.06994483949911201,0.02910228795477101,4,5,1,1,62.93101781332518,0,1,1,2,1,0
113.84,2026-02-05 23:23:39.292663,debit,UK,True,5430.755736110791,23,3,0,2,5,19,3290.8126871835475,1699.5020467124239,439.21688869031817,203.52540304649278,7,10,0.7612823124999839,485.41617342680354,9.863196105255632,-0.9943485283026802,0.02096209174775479,23,3,0,1,47.652652130633186,2,1,1,2,1,2
346.75,2025-11-14 08:50:39.292663,debit,CA,True,5070.811240193378,8,4,0,2,4,23,162.3237289123025,136.14018133521952,1708.6294449431034,5806.694388282775,4,18,0.6991422734143453,39.63780738708652,84.62434352651135,-0.786829263051546,0.06838156333872458,8,4,0,0,27.18869444381881,5,1,1,0,3,1
598.16,2026-01-31 04:46:39.292663,debit,CA,True,4698.697516029633,4,5,0,1,8,18,297.47405591142024,257.0215927918519,132.77787920972162,451.1492452563956,5,20,0.4449258056554694,1579.5771328539813,10.169818840015022,-0.2919082825205402,0.1273033639555161,4,5,1,1,5.231525064024415,1,1,1,3,2,1
104.8,2026-01-13 00:21:39.292663,debit,UK,True,4379.621557878,0,1,0,5,8,11,8.052468657932716,491.0485143694524,18.669567200319506,1326.728594810225,3,17,0.8322255302743815,304.7154337333894,207.30255675027547,0.010285717375073295,0.02392900816087346,0,1,0,1,26.381039090788764,1,1,1,3,2,0
426.33,2026-01-09 22:30:39.292663,debit,FR,True,6798.330978330486,22,4,0,2,3,20,782.5891731818618,866.7118343675077,92.14556149895199,326.000482724642,3,10,0.35167171769051375,386.25308827997026,131.06317879161008,0.8530623513236301,0.06271098029191524,22,4,0,1,87.87077142453529,2,1,1,1,0,0
375.41,2026-01-10 02:13:39.292663,credit,CA,True,4818.848286848291,2,5,0,4,5,28,228.3109812436926,817.558032473944,769.7911847807347,22.782558035542408,5,16,0.7144422810613227,601.2888942634938,35.338120013821936,-1.2748443351350063,0.07790450698034579,2,5,1,1,19.75060527718499,0,1,1,1,2,1
376.94,2025-12-28 00:06:39.292663,credit,FR,True,7068.759132735209,0,6,0,3,6,13,4751.931956622011,3871.169193075374,466.74068322652926,6136.0870532999625,4,19,1.1997702581185812,1263.7798596138675,68.27389745533759,0.5736812584854897,0.05332477637473914,0,6,1,1,49.493017665969276,0,1,1,0,3,1
271.81,2025-12-26 22:17:39.292663,credit,CA,True,3575.1533808508357,22,4,0,2,1,15,13.254142593060132,406.89760249385563,34.125177549936446,7144.140925636076,7,20,1.0416986747464878,168.0067842617073,23.833716693813734,-1.8778282095907415,0.0760275073667785,22,4,0,1,0.1353826330301324,0,1,1,1,3,1
48.42,2025-11-24 08:33:39.292663,credit,US,False,6652.9902330654,8,0,0,0,6,21,56.93550627843613,156.93521431018732,712.5243449171478,165.09865944370355,1,11,0.6809890531789806,516.2508051275026,55.83035957965884,-0.5651978982162582,0.007277930419821198,8,0,0,0,84.32308368424258,1,0,1,2,1,1
115.88,2026-01-16 22:19:39.292663,debit,DE,True,4989.190098181938,22,4,0,2,8,16,235.22494918441484,46369.14348129518,684.2519314132592,247.74458051718014,5,14,3.832942025194003,1421.1279565418513,28.0867990112086,1.1525305355655404,0.023226214619929332,22,4,0,1,13.301274162132302,1,1,1,3,2,0
569.89,2025-12-26 07:16:39.292663,debit,US,False,7082.84322469757,7,4,0,1,7,16,107.41927595239314,55.36044207117429,32.74028382133445,1045.5625116170631,8,22,0.5853151789950521,344.27082560565793,25.097453022861725,-0.7534876309217253,0.08046062603966979,7,4,0,0,158.27413988121234,1,0,1,4,1,1
234.74,2026-01-30 04:07:39.292663,debit,UK,True,7836.279249068928,4,4,0,3,4,14,5146.272929569162,1032.6437937962107,0.19876099346284362,536.9456137643955,4,16,0.6776526980947696,1235.2890658697304,18.125002777005985,-1.1932733422360962,0.02995554299929916,4,4,0,1,223.44541868493843,1,1,1,1,3,0
8.75,2025-11-15 00:11:39.292663,debit,DE,True,3553.475673577249,0,5,0,0,8,20,288.24036851188526,4221.48650363945,40.83707369875811,3719.7964209424863,7,17,2.797722932527253,100.42862958804193,53.383079228299316,0.396624904018667,0.0024623779093417746,0,5,1,1,89.25630934779663,1,1,1,3,3,2
307.02,2026-01-23 08:24:39.292663,debit,CA,True,6065.452987107592,8,4,0,2,6,22,2554.630663425828,50.14229933563896,42.57356998363703,9060.669725142776,3,15,0.4926641282398363,1226.1550916329697,65.0822921047048,-0.25965499860163666,0.05061781876021223,8,4,0,0,29.39652064137596,1,1,1,2,5,1
93.29,2025-12-20 03:08:39.292663,credit,FR,True,1092.5697193437568,3,5,0,0,9,22,59.99681603306802,1485.0315037205623,140.8272546739002,3796.557187947812,5,11,1.207777513949169,175.1416851613687,18.94355235271559,-0.8125819266018721,0.08538585533565207,3,5,1,1,587.3490114859425,1,1,1,1,3,1
510.62,2025-12-15 22:57:39.292663,debit,US,False,6131.462669612254,22,0,0,2,2,21,2453.7855006294635,21711.94294680135,4.455438936848422,2427.6464561010393,2,13,0.9226826675080145,2574.911901021685,44.45206210452691,-0.7603670272865412,0.08327866082112034,22,0,0,1,0.942385818693892,3,0,1,2,5,1
111.48,2026-02-02 06:52:39.292663,debit,UK,True,2399.269781527532,6,0,0,4,3,14,1.6430192836120487,14657.44436796587,82.27561281830471,20231.84052223694,4,13,2.187278937951031,124.90713209002263,82.13904329720175,-0.8790201811716637,0.04646413707133199,6,0,0,0,47.699700498228275,2,1,1,1,2,3
538.73,2025-11-12 02:44:39.292663,credit,CA,True,6016.355534150776,2,2,0,3,3,17,1474.6840871472186,813.6812706406484,43.69049927790415,779.5641214449158,8,15,0.45676777597109314,117.84587061906494,10.193604123267722,0.7531509610408569,0.08954424268013993,2,2,0,1,119.79253658638325,2,1,1,5,3,0
120.43,2026-01-07 22:24:39.292663,debit,CA,True,5200.926876974347,22,2,0,0,6,16,84.19527409364741,1734.3458981673546,345.030930102351,10585.866094650262,3,17,0.9404393015545192,86.65676896463223,64.61908802151486,-1.0902896992382216,0.023155488021408308,22,2,0,1,43.22428141851426,3,1,1,1,2,1
442.93,2025-11-13 01:55:39.292663,debit,CA,True,6399.467724477408,1,3,0,1,3,23,51.33156517237024,42.78951219699615,538.075779891866,4216.357928749062,5,17,1.452341319262693,243.87956293154477,245.81659084363207,-0.5467309929665073,0.06921356885758345,1,3,0,1,17.8839129487266,1,1,1,2,2,2
122.73,2025-12-14 04:00:39.292663,debit,FR,True,7389.485363215746,4,6,0,2,6,19,48.22182377542719,2797.6271839778574,128.1781846647205,311.3346799441717,4,12,0.7285661645743412,706.1380195127512,68.55327829003382,-0.7318683198094295,0.016608734433786135,4,6,1,1,30.313531128807806,0,1,1,2,2,0
316.64,2025-11-20 03:45:39.292663,credit,UK,True,4281.940316400224,3,3,0,2,6,20,118.26682767483518,506.88204726463994,38.102918702568864,335.5765675764418,5,11,1.597463880817232,52.643210205968835,47.958401463624604,1.2886022539366886,0.07394778455627692,3,3,0,1,46.47775533723997,1,1,1,0,3,1
246.52,2025-12-06 00:37:39.292663,debit,UK,True,5903.98650831729,0,5,0,1,5,18,215.55096146065765,679.87445753846,301.4982962920924,1230.5988808113677,5,18,1.132681830826003,435.67668460499266,77.96184658966091,-0.8034594724815507,0.04175483796460458,0,5,1,1,229.26664102253986,1,1,1,2,4,0
168.75,2025-12-05 20:41:39.292663,debit,US,False,5265.342041489509,20,4,0,2,9,25,85.91105324857483,22330.773959375034,56.672582946673984,9876.14516636406,7,16,1.2152185839618737,187.73619176876767,28.822503128529902,1.3922645723273406,0.03204919997035224,20,4,0,0,23.48248850309863,3,0,1,1,4,0
41.92,2025-11-25 05:06:39.292663,credit,DE,True,3337.9540061906596,5,1,0,2,2,18,94.09986858450795,860.9338010421232,18.48676710543749,3522.842356867505,4,16,1.092393543670787,1724.0312978251904,150.36673120110208,-1.2799173657106035,0.0125585912574751,5,1,0,1,26.93224653925153,1,1,1,1,0,1
998.63,2026-01-07 08:04:39.292663,debit,UK,True,6332.5862010860355,8,2,0,2,7,15,136.17793711588146,67.50496228754191,973.0176609155395,2509.426617354121,5,16,1.4779222929241045,107.13106285127597,47.16817562045355,0.43451180037747145,0.15769702429455054,8,2,0,0,18.10370814169138,0,1,1,1,4,0
41.25,2025-12-20 00:49:39.292663,credit,CA,True,2717.679289814623,0,5,0,3,5,28,28.559320464601182,2487.0040863360246,31.065998453223767,25738.470848574576,2,17,1.948748930401403,50.37981318486135,14.353938991873227,-0.17733920029659472,0.015178391414541678,0,5,1,1,182.171073008453,1,1,1,0,6,2
89.97,2026-01-02 04:32:39.292663,debit,FR,True,3509.076738032111,4,4,0,7,5,20,365.2099973784777,2967.3922682076973,6138.1149550281725,14682.782927637558,5,17,0.8063955494851149,75.91384582748384,56.410786316869036,1.2421044574031297,0.025639222712027423,4,4,0,1,103.28302540474098,0,1,1,2,6,1
133.88,2026-02-02 06:53:39.292663,credit,CA,True,4228.162144019167,6,0,0,0,7,24,285.44967600342807,7082.728991930963,3985.382353501234,1053.519278102138,6,16,1.3466864306894317,672.3233792188577,85.06017683978872,0.1039398694561056,0.0316638755657411,6,0,0,0,52.81693387711185,1,1,1,4,3,0
240.22,2025-12-16 05:40:39.292663,credit,UK,True,3265.8537456667596,5,1,0,2,1,17,1769.6724037342308,124.33527976567377,8.941747208384426,636.3833409611024,6,11,1.0278420334738942,78.54482904986763,102.00900807966218,-0.7456401750583983,0.07355503911304408,5,1,0,1,11.032094300012025,1,1,1,1,4,2
169.56,2025-11-21 04:50:39.292663,debit,US,False,7462.962452044218,4,4,0,4,6,14,180.87143087451742,12569.93143383504,2307.574696636173,2221.3662373471834,4,15,1.810469434439251,271.5794491227895,118.74088305157798,-0.3175587857298685,0.022720200066604242,4,4,0,1,59.48191683372306,1,0,1,1,7,0
94.52,2026-01-13 23:31:39.292663,debit,UK,True,6753.34931086937,23,1,0,3,5,14,480.6062224235449,1318.694774621987,1134.7586323509627,9148.818096175082,8,12,0.6924265401925987,1680.656055043889,189.13735288939864,-0.7733905541512216,0.01399601821985901,23,1,0,1,93.3526889399395,0,1,1,3,1,0
1156.19,2026-01-21 01:37:39.292663,debit,FR,True,7093.264047508694,1,2,0,2,6,21,163.1401950678589,578.9859153567503,301.8197403913973,2275.8734542869624,7,13,1.5215741199521564,73.53507306392672,40.91732549702141,0.5961838558045394,0.1629983026511016,1,2,0,1,78.02950353417664,0,1,1,3,2,0
1005.1,2025-12-11 22:46:39.292663,debit,DE,True,3922.0998028633285,22,3,0,4,9,19,624.6445251330304,1194.7593140248348,2181.105417920963,16250.189854280123,3,12,1.225194907235108,230.86982451850596,135.15953725701576,0.9417249761660331,0.25626578886805146,22,3,0,1,18.796316796789846,1,1,1,1,5,1
689.93,2025-11-19 08:01:39.292663,debit,FR,True,5973.880729285271,8,2,0,3,5,23,14.510343156972587,1383.2454021262329,478.20873306362154,2.0638786113572154,5,15,0.8556054118769436,162.7825225375377,61.4516115251169,0.8979886701565145,0.11549109050969365,8,2,0,0,33.12151801969644,1,1,1,6,2,0
369.48,2026-01-29 23:25:39.292663,debit,FR,True,5115.5861234524655,23,3,0,1,3,25,22551.923936026877,1629.9595982520793,9922.005017708585,18.13434979364204,5,14,1.7812393380503093,132.9635333590421,98.90094909249491,0.0012914117899355767,0.07222632775277002,23,3,0,1,217.80342461513254,1,1,1,0,5,0
429.12,2025-11-10 23:10:39.292663,debit,DE,True,2876.814455203752,23,0,0,2,2,17,112.48116000255503,762.2821983082011,4.7470752664643445,935.3197574692269,3,13,1.072835940082092,402.84119960757437,20.043773023865537,-0.13488568595150266,0.14916499019385224,23,0,0,1,15.851946777198087,1,1,1,1,4,1
99.52,2025-12-05 07:12:39.292663,debit,FR,True,1219.2477624101543,7,4,0,0,5,25,4063.5173791957795,228.43355496618173,255.43242301287935,1124.9831563703267,6,9,0.8119894609645177,492.86281113734424,331.9552175321176,-1.254208936799446,0.0816240989471027,7,4,0,0,148.57859484964206,4,1,1,4,3,0
45.97,2025-11-12 04:39:39.292663,debit,FR,True,2781.7444834165835,4,2,0,2,1,15,39.56313800757522,386.7208738888189,807.781599912155,12831.802632504772,6,12,1.0667210161498302,633.5438847424127,231.42273739812578,-0.8977538722135777,0.016525601209618972,4,2,0,1,12.499441159916632,1,1,1,3,1,0
1384.59,2025-12-12 03:30:39.292663,credit,FR,True,4754.014154353677,3,4,0,2,4,24,1759.38236972999,12.317501221030751,8.566083974232097,347.0251272166463,3,13,0.9127029242318696,254.99395611740283,48.7928622954542,-0.6509405507307957,0.29124650349053055,3,4,0,1,19.48478354022468,1,1,1,2,3,3
411.04,2026-01-23 02:22:39.292663,debit,UK,True,4745.656117441706,2,4,0,1,5,19,130.05883880165058,906.6651929305172,159.9950097834458,636.9691171461438,7,16,0.9481610156722586,1371.580801994938,181.9248517950989,0.8703906063854624,0.0866139454330256,2,4,0,1,171.05859743531073,3,1,1,3,4,1
702.52,2025-11-22 23:49:39.292663,debit,FR,True,10370.965223625903,23,5,0,3,2,13,4551.616790239203,4372.014001882583,127.22718885757746,136.1899217427099,7,16,0.9222973707693259,405.73437880053615,17.47146471882818,-0.9546798003016219,0.06773911442684258,23,5,1,1,38.828077323675984,0,1,1,1,1,1
342.58,2025-12-24 21:59:39.292663,credit,FR,True,5660.954300880885,21,2,0,1,3,26,807.5794961123016,484.8349708840743,825.4903294793198,1752.9923369343694,5,12,0.47314005389565644,398.1548595750671,28.556820645446482,-0.2977232814422095,0.06051629845284073,21,2,0,0,74.3751705182726,0,1,1,3,5,3
40.35,2025-12-27 03:54:39.292663,debit,DE,True,5686.207856407094,3,5,0,3,6,14,53.722539406381536,12916.333380134598,1075.392986229088,670.8278919778113,4,9,1.5058991716767263,176.97055135394385,104.71068719050376,1.6879631602888465,0.007096117662060929,3,5,1,1,11.040608465717401,3,1,1,3,5,0
256.97,2025-12-23 02:37:39.292663,credit,UK,True,5667.988644832883,2,1,0,0,3,20,244.6437079962979,817.0861400715559,2135.424722838026,58.155744577187896,4,12,0.3134817374604833,5509.403366233231,107.5909293790996,-0.7402808848648904,0.04533707036168147,2,1,0,1,10.410372104384301,3,1,1,3,7,2
119.25,2025-12-25 20:40:39.292663,credit,CA,True,1603.697602566965,20,3,0,1,5,23,90.66409210563206,1445.6018928521507,29.15627695416236,649.1976593009655,2,14,1.7659050288753824,373.19117868961405,50.083978375502355,-1.4758276979588714,0.07435940529506435,20,3,0,0,13.542568453774479,0,1,1,1,4,1
97.13,2025-12-09 00:50:39.292663,debit,UK,True,5129.391913646142,0,1,0,1,5,18,3.8822485678348833,100.86424397613202,0.8318712789389989,428.0286162044748,2,8,0.40949032986489436,426.57587403942284,26.721890286096517,-0.8742447061711073,0.018935967778480153,0,1,0,1,22.21888047684457,1,1,1,1,3,1
403.52,2025-12-24 04:54:39.292663,debit,CA,True,1556.6253853526364,4,2,0,3,6,13,33.318719569450906,3208.9983451282606,56.49318138158953,115.56466441560947,5,12,0.9014940448579929,902.4039228212469,84.68092932354193,-1.9480109764849236,0.2592274312092032,4,2,0,1,6.771644857072328,1,1,1,5,4,0
68.82,2025-11-29 23:51:39.292663,debit,UK,True,3643.1158449667346,23,5,0,2,6,15,12.546665783864201,1229.1187709017845,18.582448592916478,4816.62052369234,4,11,0.8598870825527815,109.65275591654479,99.74113937577056,-1.231270044426098,0.018890423178576796,23,5,1,1,44.09206329142078,0,1,1,2,0,1
145.12,2025-12-24 03:15:39.292663,credit,US,False,2736.491317699574,3,2,0,3,7,20,711.5223806343264,25.325012457555182,323.17736848645296,139.0196468782575,8,12,2.0220041286540207,222.63788843134515,52.22923517553257,0.2537181737659547,0.05303141254692335,3,2,0,1,3.234128604459908,0,0,1,0,7,1
215.53,2025-11-27 00:15:39.292663,credit,US,False,1721.9686258341985,0,3,0,1,5,18,85.2715347113086,3041.7825504912457,133.0680747738103,120.79510550277348,6,12,0.6078766338267416,97.57923068986182,98.19098553102205,-1.1692778738366352,0.12516488208116314,0,3,0,1,61.77514469963705,0,0,1,2,3,1
78.25,2025-12-31 01:12:39.292663,debit,DE,True,2751.6106585935504,1,2,0,4,2,22,928.258508773951,326.10684563985717,25.87286676263087,839.9188296828127,11,14,1.1211113097536252,367.378415112389,6.785784546828088,0.11225594325350023,0.028437889552294603,1,2,0,1,11.854793495473729,0,1,1,1,1,1
24.89,2026-02-05 23:57:39.292663,credit,DE,True,3899.2013659969116,23,3,0,6,7,17,291.67157300735363,3489.576888528003,6775.012019711655,432.832465715191,4,19,0.7992684812455951,231.02570634117671,87.17926291390236,-0.03560565210341579,0.006383358453106296,23,3,0,1,121.5080603086785,1,1,1,1,4,0
363.74,2026-01-25 00:07:39.292663,debit,FR,True,4483.650305287243,0,6,0,3,4,22,58.37378896819002,251.8075925631943,652.146182864879,6136.131588876751,8,13,1.9039033915041395,972.7243278676108,163.43723543075038,-0.4371757916716536,0.0811258629093058,0,6,1,1,50.115973482864696,1,1,1,3,3,2
109.86,2025-11-23 05:29:39.292663,debit,CA,True,5119.245236687742,5,6,0,0,5,19,1602.3735101301263,376.1538195546885,941.8510323633564,926.0634856189251,4,17,1.0287989820379975,899.9495226803425,26.019162471851548,-0.5468865766206296,0.021460194798380412,5,6,1,1,0.6063553353070644,1,1,1,1,7,1
490.9,2026-01-24 04:20:39.292663,debit,DE,True,4820.668662616267,4,5,0,2,3,25,1083.1628447979233,335.226424382027,545.0033631773765,1390.2164705607468,4,10,0.37117153124191954,200.3215839406835,138.48475624179517,0.15402811745341435,0.10183234616535113,4,5,1,1,2.0321612675350753,0,1,1,2,5,2
632.59,2025-11-16 20:30:39.292663,debit,UK,True,6963.164878789179,20,6,0,5,1,16,4196.689518617417,2201.6944067924255,15422.269318251638,1120.0184619659626,4,17,1.047185817895856,1859.9556714004593,67.74158351957347,-1.6749893037384704,0.09084805702748212,20,6,1,0,24.799107912209173,1,1,1,3,5,0
104.95,2025-11-21 07:31:39.292663,credit,DE,True,7392.729390387725,7,4,0,0,7,22,1017.4429973232274,63.021098325231165,6246.218073245154,18795.850117851463,9,14,2.118003378334032,138.05727170097347,373.1973186187891,0.004180972654464633,0.014196380586642264,7,4,0,0,50.69501769850211,2,1,1,8,5,0
688.63,2026-01-01 05:48:39.292663,debit,DE,True,8010.234995172616,5,3,0,1,5,18,28.81079678975157,41.152502808712526,29.544940494738185,33442.51856041491,5,15,0.6865069257741562,531.5314917719978,22.342968582258422,0.5279291148479207,0.08596876376473402,5,3,0,1,5.7948483654137535,2,1,1,2,2,1
277.75,2025-12-11 03:23:39.292663,credit,UK,True,1980.7471929127864,3,3,0,2,8,18,11.84761208140351,472.49469501596366,167.95270608405156,730.7347973435102,6,13,1.490530802549097,105.48537994586596,218.05312522163214,-1.2283792337225814,0.14022486109979282,3,3,0,1,18.638765889674385,4,1,1,2,3,1
409.55,2025-12-20 02:55:39.292663,debit,CA,True,5290.621732368128,2,5,0,4,3,16,366.50586698248486,9357.620504491604,93.02762558599562,81.8056028130972,5,7,1.0033363434744884,1719.672352789561,33.60785270728814,-0.32605354432812284,0.07741056169152391,2,5,1,1,147.94897574646492,1,1,1,2,4,1
91.24,2026-01-01 04:33:39.292663,credit,UK,True,5312.507571648886,4,3,0,3,5,20,103.20190417421756,552.5758557246082,19516.442573831802,4352.268907394917,4,9,1.8873508709699705,326.42760443566215,136.3842789274577,-1.0743131146378642,0.017174563757220415,4,3,0,1,25.167967236273263,0,1,1,1,5,4
